#Region,Chromosome,Start_position,End_position,Pass_or_flag,Read count,Median coverage,Minimum coverage,Median quality coverage,Minimum quality coverage,Maximum fraction of low mapping quality,Maximum fraction of low base quality
chr1_p22.2_007_rs699529,chr1,90947909,90948029,FLAG,40,35.0,19,35.0,19,0.0,0.222
chr1_p22.2_008_rs1725433,chr1,91280158,91280278,FLAG,17,16.0,8,16.0,8,0.0,0.125
chr1_p22.2_009_rs347004,chr1,91605431,91605551,FLAG,13,12.5,6,12.0,6,0.0,0.1
chr1_p22.2_010_rs35310771,chr1,91923704,91923824,FLAG,19,18.0,11,18.0,11,0.0,0.077
chr1_p22.1_001_rs10783036,chr1,92281525,92281645,FLAG,19,17.0,11,17.0,11,0.0,0.158
chr1_p22.1_002_rs1023039,chr1,92509706,92509826,FLAG,13,13.0,9,12.0,9,0.0,0.1
chr1_p22.1_003_rs369943982,chr1,93129982,93130102,FLAG,4,4.0,4,4.0,3,0.0,0.25
chr1_p22.1_004_rs493883,chr1,94040134,94040254,FLAG,33,28.0,6,28.0,6,0.0,0.056
chr1_p22.1_005_rs2391315,chr1,94310634,94310754,FLAG,23,16.0,11,16.0,11,0.0,0.105
chr1_p22.1_006_rs2781572,chr1,94613965,94614085,FLAG,16,12.0,9,12.0,9,0.0,0.1
chr1_p21.3_001_rs4148072,chr1,94937950,94938070,FLAG,12,12.0,7,11.0,7,0.0,0.091
chr1_p21.3_002_rs3890118,chr1,95284170,95284290,FLAG,15,15.0,7,14.0,7,0.0,0.133
chr1_p21.3_003_rs35609217,chr1,95607626,95607746,FLAG,18,16.0,11,16.0,10,0.0,0.111
chr1_p21.3_004_rs12040149,chr1,95915763,95915883,FLAG,13,12.0,5,12.0,5,0.0,0.167
chr1_p21.3_005_rs11165492,chr1,96272059,96272179,FLAG,48,40.0,19,40.0,19,0.0,0.1
chr1_p21.3_006_rs1222056,chr1,96610274,96610394,FLAG,23,20.0,9,20.0,9,0.0,0.05
chr1_p21.3_007_rs1931180,chr1,96913989,96914109,FLAG,17,15.0,8,15.0,7,0.0,0.125
chr1_p21.3_008_rs603231,chr1,97284779,97284899,FLAG,22,20.0,14,20.0,14,0.0,0.045
chr1_p21.3_009_rs4950021,chr1,97594000,97594120,FLAG,5,5.0,3,5.0,3,0.0,0.2
chr1_p21.3_010_rs4949955,chr1,97951909,97952029,FLAG,32,29.0,17,29.0,17,0.0,0.125
chr1_p21.3_011_rs9662365,chr1,98461383,98461503,FLAG,16,16.0,4,16.0,4,0.0,0.1
chr1_p21.3_012_rs355361,chr1,98615014,98615134,FLAG,28,25.0,16,24.5,16,0.0,0.115
chr1_p21.3_013_rs11166014,chr1,98903804,98903924,FLAG,36,33.0,22,32.5,22,0.0,0.065
chr1_p21.3_014_rs7536213,chr1,99277979,99278099,FLAG,25,23.0,11,23.0,10,0.0,0.091
chr1_p21.3_015_rs303387,chr1,99589364,99589484,FLAG,20,17.0,10,16.0,9,0.0,0.1
chr1_p21.2_001_rs7517211,chr1,99969099,99969219,FLAG,28,25.0,6,25.0,6,0.0,0.111
chr1_p21.2_002_rs1565744,chr1,100277539,100277659,FLAG,21,17.0,11,17.0,11,0.0,0.067
chr1_p21.2_003_rs499479,chr1,100612615,100612735,FLAG,30,25.0,2,25.0,2,0.0,0.056
chr1_p21.2_004_rs10875295,chr1,100970286,100970406,FLAG,48,40.0,18,40.0,18,0.0,0.048
chr1_p21.2_005_rs12132178,chr1,101272342,101272462,FLAG,26,23.0,11,23.0,11,0.0,0.105
chr1_p21.2_006_rs4000121,chr1,101621028,101621148,FLAG,19,17.0,11,17.0,11,0.0,0.125
chr1_p21.2_007_rs5776571,chr1,101938760,101938880,FLAG,25,19.0,16,19.0,15,0.0,0.08
chr1_p21.1_001_rs10782853,chr1,102273888,102274008,FLAG,30,27.0,14,27.0,13,0.0,0.071
chr1_p21.1_002_rs2022858,chr1,102608517,102608637,FLAG,14,13.0,4,13.0,4,0.0,0.167
chr1_p21.1_003_rs34537165,chr1,103318860,103318980,FLAG,22,21.0,8,21.0,8,0.0,0.136
chr1_p21.1_004_rs546786215;rs546786215;rs539148347;rs570169691,chr1,103496745,103496865,FLAG,37,31.0,20,31.0,19,0.0,0.065
chr1_p21.1_005_rs60595261,chr1,104048264,104048384,FLAG,20,17.0,11,17.0,8,0.0,0.273
chr1_p21.1_006_rs1999480,chr1,104419770,104419890,FLAG,24,20.5,11,20.0,10,0.0,0.091
chr1_p21.1_007_rs2019634,chr1,104524642,104524762,FLAG,30,25.0,15,24.0,15,0.0,0.185
chr1_p21.1_008_rs1448377,chr1,104944539,104944659,FLAG,37,35.0,14,34.0,14,0.0,0.27
chr1_p21.1_009_rs10881195,chr1,105285342,105285462,FLAG,19,18.0,9,18.0,9,0.0,0.167
chr1_p21.1_010_rs11184419,chr1,105638361,105638481,FLAG,7,7.0,5,7.0,5,0.0,0.143
chr1_p21.1_011_rs10465774,chr1,105942044,105942164,FLAG,2,2.0,1,2.0,1,0.0,0.5
chr1_p21.1_012_rs791002,chr1,106306122,106306242,FLAG,24,22.0,13,22.0,13,0.0,0.045
chr1_p21.1_013_rs3907134,chr1,106461602,106461722,FLAG,42,41.0,27,41.0,27,0.0,0.097
chr1_p21.1_014_rs12043480,chr1,106795770,106795890,FLAG,31,27.0,14,27.0,14,0.0,0.067
chr1_p13.3_001_rs11184961,chr1,107220281,107220401,FLAG,19,16.0,10,16.0,10,0.0,0.067
chr1_p13.3_002_rs35817131,chr1,107559608,107559728,FLAG,41,30.0,21,30.0,21,0.0,0.086
chr1_p13.3_003_rs2587895,chr1,107936333,107936453,FLAG,33,29.0,13,28.0,13,0.0,0.133
chr1_p13.3_004_rs11185174,chr1,108303112,108303232,FLAG,15,13.5,10,13.5,10,0.0,0.091
chr1_p13.3_005_rs4626916,chr1,108581847,108581967,FLAG,53,43.0,20,43.0,18,0.0,0.1
chr1_p13.3_006_rs6690492,chr1,108879018,108879138,FLAG,21,21.0,13,21.0,13,0.0,0.071
chr1_p13.3_007_rs1475693,chr1,109254612,109254732,FLAG,8,8.0,4,8.0,3,0.0,0.25
chr1_p13.3_008_rs512671,chr1,109635338,109635458,FLAG,48,40.0,15,40.0,15,0.0,0.063
chr1_p13.3_009_rs33980057,chr1,109954119,109954239,FLAG,19,19.0,16,19.0,15,0.0,0.167
chr1_p13.3_010_rs638820,chr1,110209846,110209966,FLAG,15,15.0,8,15.0,7,0.0,0.2
chr1_p13.3_011_rs529172763,chr1,110591988,110592108,FLAG,65,59.5,31,59.0,30,0.0,0.393
chr1_p13.3_012_rs111878697,chr1,110930381,110930501,FLAG,9,5.5,3,5.5,3,0.0,0.2
chr1_p13.3_013_rs343613,chr1,111276516,111276636,FLAG,23,19.0,13,19.0,13,0.0,0.13
chr1_p13.3_014_rs1144601,chr1,111616026,111616146,FLAG,0,0.0,0,0.0,0,.,.
chr1_p13.2_001_rs7513731,chr1,111931191,111931311,FLAG,29,25.0,14,25.0,14,0.0,0.063
chr1_p13.2_002_rs6698691,chr1,112263156,112263276,FLAG,48,43.0,16,43.0,16,0.0,0.07
chr1_p13.2_003_rs694630,chr1,112659517,112659637,FLAG,1,1.0,1,1.0,1,0.0,0.0
chr1_p13.2_004_rs2492526,chr1,112898676,112898796,FLAG,25,19.0,12,19.0,11,0.0,0.111
chr1_p13.2_005_rs58548189,chr1,113268304,113268424,FLAG,27,21.0,12,21.0,12,0.0,0.042
chr1_p13.2_006_rs1216760,chr1,113599907,113600027,FLAG,39,28.0,16,28.0,16,0.0,0.056
chr1_p13.2_007_rs1778024,chr1,113615384,113615504,FLAG,63,49.5,29,49.0,28,0.0,0.058
chr1_p13.2_008_rs564825886;rs551592249;rs531387418,chr1,114372272,114372392,FLAG,33,28.0,11,28.0,11,0.0,0.125
chr1_p13.2_009_rs11102724,chr1,114596420,114596540,FLAG,40,36.0,23,35.0,23,0.0,0.083
chr1_p13.2_010_rs7555400,chr1,114810556,114810676,FLAG,22,20.0,15,20.0,15,0.0,0.053
chr1_p13.2_011_rs2144428,chr1,115269151,115269271,FLAG,21,19.0,11,19.0,11,0.0,0.105
chr1_p13.2_012_rs10858062,chr1,115602503,115602623,FLAG,46,44.0,26,43.5,26,0.0,0.071
chr1_p13.2_013_rs990267,chr1,115941914,115942034,FLAG,31,24.0,8,24.0,8,0.0,0.083
chr1_p13.1_001_rs6665970,chr1,116268639,116268759,FLAG,29,24.0,12,24.0,12,0.0,0.043
chr1_p13.1_002_rs1775711,chr1,116567236,116567356,FLAG,36,31.0,18,31.0,17,0.0,0.057
chr1_p13.1_003_rs563446405,chr1,116940421,116940541,FLAG,38,32.0,17,32.0,17,0.0,0.087
chr1_p13.1_004_rs9887785,chr1,117256637,117256757,FLAG,61,50.0,31,50.0,31,0.0,0.047
chr1_p13.1_005_rs2764878,chr1,117569330,117569450,FLAG,19,19.0,9,19.0,9,0.0,0.2
chr1_p12_001_rs3216042,chr1,117947837,117947957,FLAG,22,20.0,13,19.0,13,0.0,0.071
chr1_p12_002_rs2002747,chr1,118254998,118255118,FLAG,19,19.0,10,19.0,9,0.0,0.143
chr1_p12_003_rs10754367,chr1,118644370,118644490,FLAG,44,37.5,22,37.5,22,0.0,0.1
chr1_p12_004_rs10923561,chr1,118933839,118933959,FLAG,9,9.0,6,9.0,5,0.0,0.167
chr1_p12_005_rs6700488,chr1,119275527,119275647,FLAG,14,14.0,9,13.0,8,0.0,0.286
chr1_p12_006_rs2247883,chr1,119577777,119577897,FLAG,14,13.0,7,13.0,7,0.0,0.111
chr1_p12_007_rs5777391,chr1,119941093,119941213,FLAG,47,43.0,24,42.0,22,0.024,0.106
chr1_p12_008_rs10802132,chr1,120242477,120242597,FLAG,21,20.0,9,20.0,9,0.0,0.167
chr1_p11.2_001_rs76170244,chr1,120607261,120607381,FLAG,25,21.0,10,10.0,3,0.727,0.091
chr1_p11.2_002_rs200151758,chr1,120859129,120859249,FLAG,24,22.0,16,16.0,10,0.389,0.056
chr1_p11.2_003_rs7528274,chr1,121286841,121286961,FLAG,10,9.0,7,9.0,6,0.0,0.143
chr1_p11.2_004_rs12146056,chr1,121290174,121290294,FLAG,41,39.0,17,38.5,16,0.0,0.146
chr1_q21.1_001_rs35885859,chr1,143243954,143244074,FLAG,31,26.0,19,21.0,16,0.259,0.194
chr1_q21.1_002_rs199492505,chr1,143938948,143939068,FLAG,53,46.0,20,24.0,4,0.762,0.135
chr1_q21.1_003_rs11810578;rs77196483,chr1,144051101,144051221,FLAG,46,37.0,21,20.0,5,0.773,0.081
chr1_q21.1_004_rs1971551,chr1,144585560,144585680,FLAG,87,77.0,53,54.0,34,0.414,0.065
chr1_q21.1_005_rs1699800,chr1,144917139,144917259,FLAG,35,33.0,17,32.0,17,0.0,0.091
chr1_q21.1_006_rs142553870,chr1,145250289,145250409,FLAG,81,69.0,45,11.0,5,0.897,0.029
chr1_q21.1_007_rs6424379,chr1,145555593,145555713,FLAG,26,23.0,15,23.0,15,0.0,0.077
chr1_q21.1_008_rs201983166,chr1,145993758,145993878,FLAG,18,14.0,4,0.0,0,1.0,0.167
chr1_q21.1_009_rs12753485,chr1,146549805,146549925,FLAG,42,35.0,17,34.5,16,0.0,0.105
chr1_q21.1_010_rs6688244,chr1,146917529,146917649,FLAG,43,33.0,17,33.0,17,0.0,0.061
chr1_q21.2_001_rs10900398,chr1,147249823,147249943,FLAG,23,21.0,7,21.0,6,0.0,0.143
chr1_q21.2_002_rs141494088,chr1,147737021,147737141,FLAG,1,1.0,0,1.0,0,0.0,0.0
chr1_q21.2_003_rs147643443,chr1,147920916,147921036,FLAG,18,17.0,8,0.0,0,1.0,0.176
chr1_q21.2_004_rs61811684,chr1,148215522,148215642,FLAG,0,0.0,0,0.0,0,.,.
chr1_q21.2_005_rs143142634,chr1,148631366,148631486,FLAG,37,31.0,19,16.0,9,0.655,0.05
chr1_q21.2_006_rs587605349,chr1,149912059,149912179,FLAG,52,41.0,30,40.0,28,0.0,0.088
chr1_q21.2_007_rs6680040,chr1,150187276,150187396,FLAG,23,19.0,12,19.0,12,0.0,0.053
chr1_q21.3_001_rs111358816,chr1,150536120,150536240,FLAG,21,20.0,11,20.0,10,0.0,0.091
chr1_q21.3_002_rs2271076,chr1,150916597,150916717,FLAG,20,19.0,7,19.0,7,0.0,0.313
chr1_q21.3_003_rs10788803,chr1,151263722,151263842,FLAG,41,38.0,18,38.0,17,0.0,0.103
chr1_q21.3_004_rs1196357,chr1,151588755,151588875,FLAG,17,16.0,11,16.0,10,0.0,0.133
chr1_q21.3_005_rs2999528,chr1,151952825,151952945,FLAG,24,21.0,12,20.0,10,0.0,0.167
chr1_q21.3_006_rs6677595,chr1,152590127,152590247,FLAG,56,45.0,29,45.0,29,0.0,0.057
chr1_q21.3_007_rs58298199,chr1,152908754,152908874,FLAG,42,32.0,19,32.0,19,0.0,0.098
chr1_q21.3_008_rs12136773,chr1,153234988,153235108,FLAG,45,34.0,24,34.0,23,0.0,0.093
chr1_q21.3_009_rs1046381,chr1,153604052,153604172,FLAG,38,32.0,18,31.0,18,0.0,0.053
chr1_q21.3_010_rs5777879,chr1,153665859,153665979,FLAG,39,35.5,10,35.5,10,0.0,0.037
chr1_q21.3_011_rs1194593,chr1,154245452,154245572,FLAG,21,17.0,11,16.0,10,0.0,0.167
chr1_q21.3_012_rs562872476,chr1,154562570,154562690,FLAG,11,9.0,4,8.0,3,0.125,0.25
chr1_q21.3_013_rs1218578,chr1,154809970,154810090,FLAG,37,35.0,13,34.5,13,0.0,0.071
chr1_q22_001_rs3814319,chr1,155258692,155258812,FLAG,36,29.0,16,29.0,15,0.0,0.063
chr1_q22_002_rs2075165,chr1,156215839,156215959,FLAG,13,11.0,5,10.0,5,0.0,0.154
chr1_q22_003_rs759329,chr1,156230876,156230996,FLAG,37,32.0,12,32.0,12,0.0,0.031
chr1_q23.1_001_rs4661184,chr1,156534465,156534585,FLAG,48,41.0,20,41.0,20,0.0,0.043
chr1_q23.1_002_rs1176529,chr1,157079070,157079190,FLAG,45,40.0,13,40.0,13,0.0,0.047
chr1_q23.1_003_rs6686786,chr1,157369655,157369775,FLAG,29,21.0,13,11.0,6,0.65,0.083
chr1_q23.1_004_rs2777962,chr1,157557641,157557761,FLAG,24,23.0,12,23.0,12,0.0,0.05
chr1_q23.1_005_rs548659197,chr1,157922610,157922730,FLAG,24,24.0,11,23.0,11,0.0,0.25
chr1_q23.1_006_rs1633134,chr1,158166771,158166891,FLAG,18,16.0,11,16.0,10,0.0,0.118
chr1_q23.1_007_rs857687,chr1,158577938,158578058,FLAG,28,26.0,17,26.0,17,0.0,0.105
chr1_q23.1_008_rs2261161,chr1,158819264,158819384,FLAG,26,25.0,14,25.0,14,0.0,0.077
chr1_q23.2_001_rs3027045,chr1,159182035,159182155,FLAG,19,15.0,10,14.0,10,0.0,0.105
chr1_q23.2_002_rs2592887,chr1,159652879,159652999,FLAG,41,36.0,17,36.0,17,0.0,0.028
chr1_q23.2_003_rs7526647,chr1,159907307,159907427,FLAG,34,31.5,19,31.0,18,0.0,0.069
chr1_q23.2_004_rs3789042,chr1,160265455,160265575,FLAG,34,33.0,15,33.0,15,0.0,0.059
chr1_q23.3_001_rs1572382,chr1,160545100,160545220,FLAG,36,26.0,12,26.0,11,0.0,0.083
chr1_q23.3_002_rs6680969,chr1,160920906,160921026,FLAG,61,53.0,22,49.0,22,0.078,0.036
chr1_q23.3_003_rs2502812,chr1,161239083,161239203,FLAG,20,18.5,8,18.0,8,0.0,0.2
chr1_q23.3_004_rs200030468,chr1,161564970,161565090,FLAG,31,27.0,6,12.0,0,1.0,0.083
chr1_q23.3_005_rs4657130,chr1,161963547,161963667,FLAG,47,36.5,16,35.5,16,0.0,0.033
chr1_q23.3_006_rs2341744,chr1,162268962,162269082,FLAG,40,38.0,13,38.0,13,0.0,0.034
chr1_q23.3_007_rs16864157,chr1,162592642,162592762,FLAG,43,36.0,26,36.0,25,0.0,0.038
chr1_q23.3_008_rs6427699,chr1,162896435,162896555,FLAG,28,27.0,21,27.0,21,0.0,0.074
chr1_q23.3_009_rs2136241,chr1,163289511,163289631,FLAG,29,24.5,17,24.0,17,0.0,0.048
chr1_q23.3_010_rs7553090,chr1,163503121,163503241,FLAG,42,37.5,18,36.0,17,0.0,0.128
chr1_q23.3_011_rs10799969,chr1,163910196,163910316,FLAG,27,25.0,11,25.0,11,0.0,0.08
chr1_q23.3_012_rs1416433,chr1,164238745,164238865,FLAG,5,5.0,1,5.0,1,0.0,0.2
chr1_q23.3_013_rs66915947,chr1,164572340,164572460,FLAG,39,35.0,26,35.0,26,0.0,0.097
chr1_q23.3_014_rs10753651,chr1,164904513,164904633,FLAG,37,30.0,22,30.0,21,0.0,0.069
chr1_q23.3_015_rs1553607,chr1,165221636,165221756,FLAG,8,8.0,7,8.0,6,0.0,0.143
chr1_q24.1_001_rs3845536,chr1,165650727,165650847,FLAG,29,29.0,23,29.0,23,0.0,0.107
chr1_q24.1_002_rs732285,chr1,165967360,165967480,FLAG,34,28.0,17,27.5,16,0.0,0.065
chr1_q24.1_003_rs3856211,chr1,166037849,166037969,FLAG,26,23.0,14,23.0,12,0.0,0.2
chr1_q24.1_004_rs1372685,chr1,166550441,166550561,FLAG,13,13.0,8,13.0,7,0.0,0.182
chr1_q24.1_005_rs2013526,chr1,166899747,166899867,FLAG,21,17.0,11,17.0,10,0.0,0.1
chr1_q24.1_006_rs10753750,chr1,167121754,167121874,FLAG,33,30.0,13,30.0,13,0.0,0.071
chr1_q24.2_001_rs7514302,chr1,167569670,167569790,FLAG,33,27.0,17,27.0,17,0.0,0.069
chr1_q24.2_002_rs203849,chr1,167849354,167849474,FLAG,39,38.0,7,37.5,7,0.0,0.061
chr1_q24.2_003_rs71974117,chr1,168230271,168230391,FLAG,30,24.0,16,23.0,16,0.0,0.1
chr1_q24.2_004_rs10800363,chr1,168575103,168575223,FLAG,26,26.0,20,26.0,20,0.0,0.043
chr1_q24.2_005_rs6427161,chr1,168893765,168893885,FLAG,2,2.0,2,2.0,2,0.0,0.0
chr1_q24.2_006_rs10919064,chr1,169093338,169093458,FLAG,27,19.0,9,19.0,9,0.0,0.125
chr1_q24.2_007_rs3917688,chr1,169591020,169591140,FLAG,35,30.0,11,30.0,11,0.0,0.24
chr1_q24.2_008_rs112604424,chr1,169823236,169823356,FLAG,18,14.0,12,14.0,11,0.0,0.111
chr1_q24.2_009_rs11380642,chr1,170231539,170231659,FLAG,22,19.0,10,19.0,10,0.0,0.056
chr1_q24.2_010_rs527464435,chr1,170562050,170562170,FLAG,36,33.0,18,32.0,18,0.0,0.114
chr1_q24.3_001_rs4480395,chr1,171218895,171219015,FLAG,58,50.0,24,49.0,23,0.0,0.07
chr1_q24.3_002_rs35289979,chr1,171560452,171560572,FLAG,18,16.0,10,16.0,9,0.0,0.111
chr1_q24.3_003_rs5778716,chr1,171907111,171907231,FLAG,13,13.0,6,13.0,5,0.0,0.182
chr1_q24.3_004_rs6689455,chr1,172184969,172185089,FLAG,8,8.0,7,8.0,6,0.0,0.143
chr1_q24.3_005_rs1894626,chr1,172607889,172608009,FLAG,41,36.0,21,36.0,20,0.0,0.179
chr1_q24.3_006_rs2859242,chr1,172624804,172624924,FLAG,30,27.0,19,26.0,18,0.0,0.133
chr1_q25.1_001_rs844648,chr1,173223803,173223923,FLAG,20,19.0,9,19.0,9,0.0,0.091
chr1_q25.1_002_rs10689241,chr1,173755876,173755996,FLAG,9,9.0,7,9.0,7,0.0,0.125
chr1_q25.1_003_rs11438260,chr1,173832712,173832832,FLAG,30,24.0,21,24.0,20,0.0,0.069
chr1_q25.1_004_rs11321562,chr1,174416968,174417088,FLAG,9,8.0,6,8.0,5,0.0,0.167
chr1_q25.1_005_rs964769,chr1,175009207,175009327,FLAG,39,34.0,11,34.0,11,0.0,0.074
chr1_q25.1_006_rs11807709,chr1,175210398,175210518,FLAG,23,23.0,11,21.5,11,0.0,0.263
chr1_q25.1_007_rs12028779,chr1,175594021,175594141,FLAG,34,29.5,21,29.0,20,0.0,0.08
chr1_q25.1_008_rs565960,chr1,175850763,175850883,FLAG,51,46.0,19,46.0,19,0.0,0.068
chr1_q25.2_001_rs352334,chr1,176238010,176238130,FLAG,20,16.0,14,16.0,14,0.0,0.067
chr1_q25.2_002_rs4652175,chr1,176411561,176411681,FLAG,25,20.0,12,20.0,12,0.0,0.056
chr1_q25.2_003_rs12117541,chr1,177158493,177158613,FLAG,38,34.0,11,33.5,11,0.0,0.063
chr1_q25.2_004_rs35757954,chr1,177236328,177236448,FLAG,38,33.0,17,33.0,17,0.0,0.04
chr1_q25.2_005_rs6702691,chr1,177562278,177562398,FLAG,20,19.0,3,19.0,3,0.0,0.105
chr1_q25.2_006_rs684227,chr1,177901681,177901801,FLAG,31,26.0,6,26.0,6,0.0,0.1
chr1_q25.2_007_rs6665850,chr1,178159302,178159422,FLAG,17,14.0,8,14.0,8,0.0,0.1
chr1_q25.2_008_rs2811300,chr1,178590334,178590454,FLAG,33,30.0,8,30.0,8,0.0,0.061
chr1_q25.2_009_rs7542661,chr1,178972153,178972273,FLAG,72,60.0,34,60.0,33,0.0,0.089
chr1_q25.2_010_rs1078872,chr1,179223666,179223786,FLAG,13,11.5,7,11.5,7,0.0,0.182
chr1_q25.2_011_rs9286930,chr1,179522161,179522281,FLAG,21,19.0,13,19.0,11,0.0,0.214
chr1_q25.2_012_rs357054,chr1,180229506,180229626,FLAG,55,42.0,16,42.0,16,0.0,0.022
chr1_q25.3_001_rs10798783,chr1,180567368,180567488,FLAG,9,9.0,2,8.5,2,0.0,0.25
chr1_q25.3_002_rs10914136,chr1,180896870,180896990,FLAG,47,43.0,12,43.0,12,0.0,0.047
chr1_q25.3_003_rs7523662,chr1,181147854,181147974,FLAG,17,13.0,8,13.0,6,0.0,0.333
chr1_q25.3_004_rs10494540,chr1,181549487,181549607,FLAG,37,33.0,8,33.0,8,0.0,0.091
chr1_q25.3_005_rs498212,chr1,181870157,181870277,FLAG,16,12.0,8,12.0,8,0.0,0.111
chr1_q25.3_006_rs2251093,chr1,182226904,182227024,FLAG,32,30.0,6,30.0,5,0.0,0.167
chr1_q25.3_007_rs34085461,chr1,182581097,182581217,FLAG,39,33.5,16,33.0,16,0.0,0.053
chr1_q25.3_008_rs10911186,chr1,182972482,182972602,FLAG,40,33.0,14,33.0,14,0.0,0.056
chr1_q25.3_009_rs603850,chr1,183253899,183254019,FLAG,55,50.0,29,50.0,28,0.0,0.045
chr1_q25.3_010_rs112504363,chr1,183578794,183578914,FLAG,19,18.0,10,18.0,10,0.0,0.133
chr1_q25.3_011_rs4328036,chr1,183895118,183895238,FLAG,53,43.5,24,43.0,24,0.0,0.078
chr1_q25.3_012_rs10797953,chr1,184240448,184240568,FLAG,24,19.5,14,19.0,14,0.0,0.125
chr1_q25.3_013_rs2180073,chr1,184524751,184524871,FLAG,13,12.0,3,12.0,3,0.0,0.2
chr1_q25.3_014_rs66930146,chr1,184886677,184886797,FLAG,19,19.0,11,19.0,11,0.0,0.083
chr1_q25.3_015_rs12135172,chr1,185219620,185219740,FLAG,38,30.0,21,30.0,21,0.0,0.034
chr1_q25.3_016_rs10911748,chr1,185497278,185497398,FLAG,19,19.0,13,19.0,12,0.0,0.077
chr1_q31.1_001_rs547877131;rs11290212,chr1,185988507,185988627,FLAG,4,4.0,1,4.0,1,0.0,0.25
chr1_q31.1_002_rs1293996,chr1,186244312,186244432,FLAG,6,6.0,2,6.0,2,0.0,0.2
chr1_q31.1_003_rs10798052,chr1,186577865,186577985,FLAG,31,24.0,14,23.0,14,0.0,0.111
chr1_q31.1_004_rs10911967,chr1,186916686,186916806,FLAG,3,3.0,0,3.0,0,.,.
chr1_q31.1_005_rs5779328,chr1,187276419,187276539,FLAG,37,29.5,15,28.5,15,0.0,0.118
chr1_q31.1_006_rs5779343,chr1,187489520,187489640,FLAG,15,13.0,3,13.0,3,0.0,0.143
chr1_q31.1_007_rs6693349,chr1,187784764,187784884,FLAG,15,13.0,7,13.0,7,0.0,0.182
chr1_q31.1_008_rs35239313,chr1,188219834,188219954,FLAG,15,14.0,5,14.0,5,0.0,0.091
chr1_q31.1_009_rs5779416,chr1,188558136,188558256,FLAG,5,5.0,1,5.0,1,0.0,0.5
chr1_q31.1_010_rs12047149,chr1,188943666,188943786,FLAG,18,17.0,9,17.0,9,0.0,0.182
chr1_q31.1_011_rs12142494,chr1,189225292,189225412,FLAG,2,2.0,1,2.0,1,0.0,0.5
chr1_q31.1_012_rs516084,chr1,189555714,189555834,FLAG,107,93.5,57,93.0,57,0.0,0.028
chr1_q31.1_013_rs7516624,chr1,189911024,189911144,FLAG,10,10.0,3,10.0,3,0.0,0.143
chr1_q31.1_014_rs5779515,chr1,190184164,190184284,FLAG,19,19.0,9,19.0,8,0.0,0.167
chr1_q31.2_001_rs10800990,chr1,190863017,190863137,FLAG,13,13.0,6,13.0,5,0.0,0.167
chr1_q31.2_002_rs2045117,chr1,191179665,191179785,FLAG,7,7.0,4,7.0,3,0.0,0.25
chr1_q31.2_003_rs6689623,chr1,191563097,191563217,FLAG,23,22.0,11,21.0,11,0.0,0.091
chr1_q31.2_004_rs71938308,chr1,191863717,191863837,FLAG,24,23.0,15,22.5,13,0.0,0.188
chr1_q31.2_005_rs10921083,chr1,192082661,192082781,FLAG,21,18.0,10,18.0,9,0.0,0.1
chr1_q31.2_006_rs2760512,chr1,192561485,192561605,FLAG,15,14.0,8,13.0,8,0.0,0.143
chr1_q31.2_007_rs11286465,chr1,192885202,192885322,FLAG,18,13.5,9,13.0,8,0.0,0.2
chr1_q31.2_008_rs10737620,chr1,193057911,193058031,FLAG,4,4.0,2,4.0,1,0.0,0.75
chr1_q31.2_009_rs34936308,chr1,193438715,193438835,FLAG,32,28.5,9,28.0,9,0.0,0.067
chr1_q31.3_001_rs598411,chr1,193883196,193883316,FLAG,10,8.0,4,8.0,4,0.0,0.167
chr1_q31.3_002_rs5016374,chr1,194294542,194294662,FLAG,18,13.0,8,13.0,8,0.077,0.278
chr1_q31.3_003_rs2494129,chr1,194482244,194482364,FLAG,41,33.0,18,32.5,18,0.0,0.095
chr1_q31.3_004_rs1503786,chr1,194882280,194882400,FLAG,26,24.0,17,24.0,17,0.0,0.154
chr1_q31.3_005_rs10801409,chr1,195218091,195218211,FLAG,11,11.0,2,11.0,2,0.0,0.25
chr1_q31.3_006_rs3904256,chr1,195568509,195568629,FLAG,4,4.0,2,4.0,1,0.0,0.5
chr1_q31.3_007_rs79226829,chr1,195902848,195902968,FLAG,0,0.0,0,0.0,0,.,.
chr1_q31.3_008_rs56929451,chr1,196090208,196090328,FLAG,17,14.0,9,14.0,9,0.0,0.118
chr1_q31.3_009_rs7535263,chr1,196682286,196682406,FLAG,33,32.0,9,30.0,9,0.059,0.091
chr1_q31.3_010_rs6678611,chr1,196820442,196820562,FLAG,5,5.0,3,1.0,0,1.0,0.25
chr1_q31.3_011_rs71131750,chr1,197163688,197163808,FLAG,13,12.0,7,12.0,6,0.0,0.333
chr1_q31.3_012_rs1998711,chr1,197546033,197546153,FLAG,18,16.0,5,16.0,5,0.0,0.111
chr1_q31.3_013_rs558578964,chr1,197893958,197894078,FLAG,4,4.0,2,4.0,1,0.0,0.5
chr1_q31.3_014_rs35168123,chr1,198095573,198095693,FLAG,28,23.0,12,23.0,11,0.0,0.083
chr1_q31.3_015_rs2026562,chr1,198596379,198596499,FLAG,3,3.0,0,3.0,0,.,.
chr1_q32.1_001_rs71831442,chr1,198800827,198800947,FLAG,26,23.0,11,23.0,11,0.0,0.115
chr1_q32.1_002_rs1536094,chr1,199213298,199213418,FLAG,23,23.0,6,21.5,6,0.0,0.182
